,text
2659,@USAirways in line for 90 min after mechanical issues caused me to miss my flight. 1 rep for 20 upset people. http://t.co/XFWXsRwkHa web clothing message reservation communication class network class bag apparel bag floor customer
2660,@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr? support hang on-line lost address hang communication booking support reply aid call shout
2661,@USAirways @AmericanAir so does that mean @AmericanAir that you might care about my sister be assaulted on one of your flights web communication support hang on-line lost address hang booking message support reply aid
2662,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs web floor clothing bag bag apparel table table telephone baggage baggage avail customer
2663,@USAirways @AmericanAir USAIR #703 has returned to PHL due to issues with the fire detectors. What happens next? web clothing bag bag earphone customer web_site table table telephone baggage baggage apparel
2664,"@USAirways what is wrong in Boston? Why are only your plains not leaving tonight? Son needs to get back to state college, PA clothing bag bag web apparel floor table table telephone baggage baggage internet world_wide_web"
2665,@USAirways so you don't have a pilot now for #clt ✈ #ord for at least another hour. Why on earth would you board the plane? Makes no sense! bag bag clothing table table telephone baggage baggage web_site web internet bag call
2666,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century? clothing web customer bag apparel bag floor communication agent table table telephone baggage
2667,"@USAirways #fail when the inbound flight arrives after the scheduled outbound departure, and still ""on time"" http://t.co/k0MHZrJF6e error communication support reply aid booking service support service answer call service engagement"
2668,@USAirways thanks for three Cancelled Flightled flight and making us go from raleigh to charlote to lexington to philly. istead of raleigh to philly aid support service support communication service service booking reply service engagement services reservation
